Query_ID	Query_length	Query_start	Query_end	Subject_ID	Subject_length	Subject_start	Subject_end	E_value	Percent_ID	Query_coverage	Percent_positive_ID	Gap_openings	Total_gaps	Bitscore	Raw_score
Dcitr00g04530.1.1	65	2	67	Q95R58_DROME	65	204	269	2.81e-34	77.273	74	89.39	0	0	119	298
Dcitr00g04580.1.1	252	42	294	SDHB_DROME	255	41	296	1.88e-147	77.432	86	83.27	3	5	415	1066
Dcitr00g04800.1.1	182	2	184	ADHX_DROME	182	5	187	2.06e-101	76.503	94	85.79	0	0	296	759
Dcitr00g04870.1.1	68	3	71	TPM1_DROME	68	219	287	7.00e-32	86.957	73	89.86	0	0	113	282
Dcitr00g04870.1.1	68	3	71	TPM4_DROME	68	165	233	7.17e-31	86.957	78	89.86	0	0	112	280
Dcitr00g04950.1.1	135	1	136	H33_DROME	135	1	136	1.09e-96	100.000	99	100.00	0	0	273	699
Dcitr00g04950.1.1	135	1	136	H3_DROME	135	1	136	2.54e-94	97.059	99	99.26	0	0	267	683
Dcitr00g05200.1.1	126	1	127	Q9V4E0_DROME	126	342	468	3.61e-76	83.465	99	93.70	0	0	232	592
Dcitr00g05310.1.1	490	1	491	SARM1_DROME	479	528	1007	0.0	70.732	97	82.32	4	13	733	1893
Dcitr00g05370.1.1	128	28	156	Q7JZW2_DROME	128	20	148	1.95e-70	71.318	82	88.37	0	0	208	530
Dcitr00g05370.1.1	128	28	156	A1ZAH8_DROME	128	19	147	2.08e-70	71.318	82	88.37	0	0	208	530
Dcitr00g05410.1.1	131	1	132	Q9VXK7_DROME	131	90	221	3.50e-84	81.818	99	93.18	0	0	244	624
Dcitr00g05410.1.1	131	1	132	Q9VAK5_DROME	131	81	212	8.63e-83	81.818	99	92.42	0	0	241	614
Dcitr00g05610.1.1	58	15	73	Q9V3I2_DROME	58	25	83	1.41e-22	71.186	80	81.36	0	0	85.5	210
Dcitr00g05800.1.1	173	5	178	ARF6_DROME	173	1	174	2.19e-102	77.011	95	88.51	0	0	291	745
Dcitr00g05950.1.1	160	1	161	Q9V4B2_DROME	161	1	162	1.05e-76	70.370	98	80.86	1	1	232	592
Dcitr00g06350.1.1	67	229	296	E1JGN7_DROME	67	421	488	9.07e-19	79.412	71	88.24	0	0	85.9	211
Dcitr00g06350.1.1	67	229	296	Q9V948_DROME	67	418	485	7.67e-19	79.412	71	88.24	0	0	85.9	211
Dcitr00g06350.1.1	71	229	300	A1ZBW0_DROME	71	427	498	5.56e-21	80.556	73	87.50	0	0	92.0	227
Dcitr00g06460.1.1	556	2	558	G6PI_DROME	554	1	555	0.0	72.172	99	81.33	2	2	827	2135
Dcitr00g06810.1.1	435	1	436	SC6A4_DROME	436	153	589	0.0	78.082	98	89.50	2	3	712	1839
Dcitr00g07000.1.1	223	1	224	Q86P76_DROME	223	309	532	3.71e-113	70.982	75	81.25	0	0	339	870
Dcitr00g07000.1.1	223	1	224	Q9VQC0_DROME	223	309	532	4.31e-113	70.982	75	81.25	0	0	339	870
Dcitr00g07120.1.1	153	1	154	Q7K738_DROME	153	1	154	9.10e-97	82.468	99	93.51	0	0	275	703
Dcitr00g07570.1.1	209	36	245	MOB4_DROME	209	1	210	5.40e-139	84.762	79	92.38	0	0	389	1000
Dcitr00g07570.1.2	177	1	178	MOB4_DROME	177	33	210	7.82e-117	85.393	89	92.70	0	0	330	846
Dcitr00g07570.1.3	209	1	210	MOB4_DROME	209	1	210	3.39e-139	84.762	91	92.38	0	0	388	997
Dcitr00g07580.1.1	303	1	304	RL5_DROME	296	1	297	1.19e-166	72.368	99	82.57	1	7	464	1193
Dcitr00g07660.1.1	61	7	68	PDE4C_DROME	59	312	371	1.86e-26	85.484	90	87.10	2	2	99.4	246
Dcitr00g07660.1.1	59	7	66	PDE4B_DROME	57	386	443	3.34e-26	86.667	87	88.33	2	2	98.6	244
Dcitr00g07660.1.1	59	7	66	PDE4A_DROME	57	525	582	4.06e-26	86.667	87	88.33	2	2	98.6	244
Dcitr00g08430.1.1	133	1	134	Q1HQ70_BOMMO	133	1	134	2.67e-82	83.582	89	91.04	0	0	239	611
Dcitr00g08430.1.1	144	1	145	Q9VZI1_DROME	140	1	141	2.29e-74	73.793	97	83.45	1	4	219	559
Dcitr00g08430.1.1	129	16	145	M9PE30_DROME	125	3	128	1.75e-63	71.538	87	81.54	1	4	191	486
Dcitr00g08770.1.1	127	1	128	RL40_DROME	127	1	128	4.51e-81	87.500	99	93.75	0	0	233	595
Dcitr00g08900.1.1	306	1	307	U520_DROME	306	423	729	0.0	84.691	100	93.16	0	0	556	1434
Dcitr00g08910.1.1	112	1	113	U520_DROME	112	741	853	8.69e-68	90.265	100	97.35	0	0	219	558
Dcitr00g08980.1.1	99	10	109	TREA_DROME	99	178	277	1.59e-45	72.000	80	83.00	0	0	154	390
Dcitr00g09100.1.1	112	3	115	MED31_DROME	112	8	120	3.86e-64	76.991	75	87.61	0	0	194	493
Dcitr00g09190.1.1	244	9	253	Q86NW1_DROME	244	299	543	3.24e-145	82.041	97	93.47	0	0	419	1076
Dcitr00g09190.1.1	244	9	253	Q8IGS0_DROME	244	299	543	3.45e-145	82.041	97	93.47	0	0	419	1076
Dcitr00g09190.1.1	244	9	253	Q8IH57_DROME	244	299	543	1.19e-144	82.041	97	93.47	0	0	418	1075
Dcitr00g09220.1.1	108	12	120	PABP_DROME	108	1	109	4.01e-62	84.404	91	94.50	0	0	199	506
Dcitr00g09250.1.1	164	5	169	Q9VCY6_DROME	164	89	253	2.53e-92	73.333	76	87.27	0	0	271	694
Dcitr00g09260.1.1	170	1	171	TCTP_DROME	170	1	171	3.59e-98	78.363	99	89.47	0	0	280	716
Dcitr00g09310.1.1	372	2	374	ADHX_DROME	374	5	379	0.0	70.133	99	82.40	2	2	563	1451
Dcitr00g09470.1.1	91	11	102	H4_DROME	91	11	102	2.63e-53	95.652	88	98.91	0	0	161	407
Dcitr00g09470.1.1	91	11	102	H4_LITVA	91	11	102	1.35e-50	92.391	88	95.65	0	0	154	389
Dcitr00g09480.1.1	136	1	137	H3_DROME	134	1	135	7.25e-88	92.701	99	94.89	1	2	251	641
Dcitr00g09480.1.1	136	1	137	H33_DROME	134	1	135	2.63e-85	89.781	99	94.16	1	2	244	624
Dcitr00g09690.1.1	107	1	108	MED11_DROME	107	4	111	1.35e-53	73.148	86	86.11	0	0	165	418
Dcitr00g09970.1.1	146	2	148	SERR_DROME	146	200	346	1.34e-73	70.068	99	82.99	0	0	238	606
Dcitr00g10040.1.1	580	5	585	KLHDB_DROME	581	39	620	0.0	89.003	96	95.53	1	1	1068	2762
Dcitr00g10040.1.2	574	5	579	KLHDB_DROME	574	39	613	0.0	90.087	98	96.00	0	0	1072	2772
Dcitr00g10120.1.1	44	23	67	M9MRZ0_DROME	44	338	382	6.11e-17	75.556	72	82.22	0	0	72.0	175
Dcitr00g10120.1.1	44	23	67	M9PI52_DROME	44	359	403	6.23e-17	75.556	72	82.22	0	0	72.0	175
Dcitr00g10160.1.1	355	14	369	PTP10_DROME	356	1192	1548	0.0	79.888	94	88.55	3	3	607	1565
Dcitr00g10160.1.1	330	49	379	E1JJE4_DROME	331	1284	1615	6.18e-173	72.372	87	86.19	3	3	522	1345
Dcitr00g10160.1.1	320	49	369	Q8IRS0_DROME	321	1284	1605	2.51e-166	72.136	84	85.76	3	3	504	1299
Dcitr00g10680.1.1	91	11	102	H4_DROME	91	11	102	2.63e-53	95.652	88	98.91	0	0	161	407
Dcitr00g10680.1.1	91	11	102	H4_LITVA	91	11	102	1.35e-50	92.391	88	95.65	0	0	154	389
Dcitr00g10960.1.1	572	1	573	Q9XZ53_DROME	565	206	771	0.0	72.822	99	83.62	3	9	858	2217
Dcitr00g10960.1.1	572	1	573	Q7KN63_DROME	565	229	794	0.0	72.822	99	83.62	3	9	857	2215
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	1	363	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	77	439	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	153	515	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	229	591	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	305	667	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	362	1	363	UBIQP_DROME	362	381	743	0.0	93.939	97	96.69	0	0	681	1756
Dcitr00g11000.1.1	306	1	307	UBIQP_DROME	306	457	763	0.0	93.485	97	96.42	0	0	573	1478
Dcitr00g11000.1.1	362	1	363	Q9W418_DROME	362	1	363	0.0	93.939	97	96.69	0	0	680	1754
Dcitr00g11000.1.1	362	1	363	Q9W418_DROME	362	77	439	0.0	93.939	97	96.69	0	0	680	1754
Dcitr00g11000.1.1	362	1	363	Q9W418_DROME	362	153	515	0.0	93.939	97	96.69	0	0	680	1754
Dcitr00g11000.1.1	303	1	304	Q9W418_DROME	303	229	532	0.0	94.079	97	96.71	0	0	570	1470
Dcitr00g11000.1.1	303	1	304	Q8MT02_DROME	303	1	304	0.0	94.079	97	96.71	0	0	572	1473
Dcitr00g11000.1.1	286	77	363	Q8MT02_DROME	286	1	287	0.0	94.077	97	96.52	0	0	539	1389
Dcitr00g11040.1.1	348	2	350	ADHX_DROME	350	5	355	0.0	72.080	95	83.48	2	2	538	1385
Dcitr00g11040.1.2	348	2	350	ADHX_DROME	350	5	355	0.0	72.080	95	83.48	2	2	538	1385
Dcitr00g11230.1.1	124	1	125	ARL8_DROME	124	49	173	9.40e-82	88.000	87	94.40	0	0	238	606
Dcitr00g11380.1.1	289	2	291	C1TC_DROME	290	29	319	9.18e-143	72.165	90	83.51	1	1	426	1095
Dcitr00g11390.1.1	116	2	118	BRC1_DROME	116	1	117	5.36e-68	84.615	79	92.31	0	0	218	554
Dcitr00g11390.1.1	120	2	122	BRC4_DROME	120	1	121	2.30e-67	81.818	81	90.08	0	0	218	555
Dcitr00g11390.1.2	116	2	118	BRC1_DROME	116	1	117	5.36e-68	84.615	79	92.31	0	0	218	554
Dcitr00g11390.1.2	120	2	122	BRC4_DROME	120	1	121	2.30e-67	81.818	81	90.08	0	0	218	555
Dcitr00g11630.1.1	606	7	613	HSP7D_DROME	605	6	611	0.0	75.822	94	87.17	2	3	967	2499
Dcitr00g11700.1.1	305	1	306	SHAKB_DROME	307	59	366	8.93e-164	74.675	99	84.42	1	2	459	1182
Dcitr00g11950.1.1	165	12	177	Q9VV89_DROME	165	9	174	1.02e-96	78.916	93	92.77	0	0	276	707
Dcitr00g11950.1.1	162	15	177	Q8IQP2_DROME	162	1	163	1.42e-94	78.528	92	92.64	0	0	271	692
Dcitr00g11950.1.1	151	12	163	Q8IQP1_DROME	151	9	160	6.28e-87	78.947	85	92.76	0	0	251	642
Dcitr00g12020.1.1	513	5	518	KLHDB_DROME	513	39	552	0.0	90.078	99	95.72	0	0	950	2456
Dcitr00g12090.1.1	119	25	144	G6PD_DROME	119	167	286	1.93e-69	82.500	83	90.83	0	0	217	552
Dcitr00g12260.1.1	495	1	496	HSP7D_DROME	490	122	612	0.0	88.710	93	95.16	1	5	914	2361
Dcitr00g12260.1.1	530	1	531	HSP75_DROME	522	119	641	0.0	72.180	99	84.40	4	10	770	1988
Dcitr00g12260.1.1	530	1	531	HSP73_DROME	522	119	641	0.0	72.180	99	84.40	4	10	770	1988
Dcitr00g12420.1.1	921	11	932	Q9VVU6_DROME	922	9	931	0.0	79.198	99	89.60	1	1	1547	4006
Dcitr00g12480.1.1	138	7	145	PKN_DROME	139	432	571	1.06e-75	82.857	75	90.00	1	1	245	625
Dcitr00g12590.1.1	260	1	261	RSSA_DROME	259	1	260	6.75e-128	72.556	82	80.45	2	11	365	937
Dcitr00g12620.1.1	921	11	932	Q9VVU6_DROME	922	9	931	0.0	79.198	99	89.60	1	1	1547	4006
Dcitr00g12710.1.1	220	5	225	KLHDB_DROME	220	39	259	6.92e-139	85.973	97	93.67	0	0	402	1032
Dcitr00g12750.1.1	148	19	167	Q9W414_DROME	148	106	254	3.22e-87	81.879	87	90.60	0	0	260	665
Dcitr00g12750.1.1	148	19	167	Q8SZ19_DROME	148	106	254	3.59e-87	81.879	87	90.60	0	0	260	664
Dcitr00g12750.1.1	148	19	167	Q9U7A2_DROME	148	99	247	1.14e-86	81.879	87	89.93	0	0	258	660
Dcitr00g13060.1.1	198	11	209	RS5A_DROME	195	33	228	1.78e-103	70.149	95	82.09	2	7	297	760
Dcitr00g13080.1.1	190	1	191	RAS1_DROME	188	1	189	1.66e-103	80.628	99	89.01	1	2	295	755
Dcitr00g13200.1.1	353	1	354	128UP_DROME	354	1	355	0.0	88.169	99	95.21	1	1	640	1651
Dcitr00g13250.1.1	137	1	138	O96880_DROME	137	50	187	4.21e-78	81.159	84	89.13	0	0	238	606
Dcitr00g13300.1.1	446	20	466	Q9V4E0_DROME	447	21	468	0.0	78.125	96	88.62	1	1	765	1975
Dcitr00g13360.1.1	55	4	59	A1A714_DROME	55	227	282	8.18e-20	76.786	77	91.07	0	0	80.5	197
Dcitr00g13360.1.1	55	4	59	Q960F6_DROME	55	227	282	1.11e-19	76.786	77	91.07	0	0	80.1	196
Dcitr00g13380.1.1	108	276	384	Q9VY72_DROME	113	1438	1551	4.73e-57	80.702	71	87.72	2	5	202	513
Dcitr00g13520.1.1	185	1	186	ARL8_DROME	185	1	186	2.28e-123	86.559	99	94.09	0	0	345	884
Dcitr00g13560.1.1	74	4	78	Q95NU8_DROME	74	486	560	3.72e-45	88.000	95	92.00	0	0	150	380
Dcitr00g13730.1.1	106	25	131	H2A_DROME	106	16	122	3.20e-61	81.308	76	92.52	0	0	183	465
Dcitr00g13730.1.1	105	26	131	H2A_LITVA	105	17	122	7.22e-61	81.132	75	92.45	0	0	182	463
Dcitr00g13760.1.1	265	150	415	Q9VM49_DROME	258	228	486	6.89e-130	72.556	82	81.95	2	7	386	991
Dcitr00g13760.1.2	265	150	415	Q9VM49_DROME	258	228	486	6.89e-130	72.556	82	81.95	2	7	386	991
Dcitr00g13880.1.1	230	1	231	IF4A3_DROME	230	169	399	3.49e-127	72.294	99	88.74	0	0	364	935
Dcitr00g13880.1.1	230	1	231	IF4A_DROME	230	173	403	3.80e-116	74.459	99	90.04	0	0	337	863
Dcitr00g14240.1.1	383	42	425	Q9VPU1_DROME	396	150	546	0.0	70.732	90	79.02	3	39	579	1492
Dcitr00g14240.1.1	383	42	425	Q24218_DROME	396	12	408	0.0	70.732	90	79.02	3	39	578	1490
Dcitr00g14240.1.1	383	42	425	Q8IPW2_DROME	396	12	408	0.0	70.732	90	79.02	3	39	577	1488
Dcitr00g14400.1.1	98	1	99	O96880_DROME	98	50	148	3.62e-53	80.808	93	89.90	0	0	171	432
Dcitr00g14500.1.1	209	8	217	Q9V3V6_DROME	211	4	215	1.93e-112	77.358	96	86.79	2	2	327	839
Dcitr00g14500.1.1	209	8	217	Q9XZC3_DROME	211	8	219	5.14e-110	75.943	96	85.38	2	2	321	823
Dcitr00g14670.1.1	95	2	97	Q8IGW7_DROME	97	4	101	4.84e-53	81.633	94	89.80	1	2	160	405
Dcitr00g14670.1.1	95	2	97	Q8IMX8_DROME	97	4	101	5.35e-53	81.633	94	89.80	1	2	160	405
Dcitr00g14840.1.1	136	1	137	X2JCM1_DROME	136	1176	1312	3.80e-76	81.022	97	91.24	0	0	244	624
Dcitr00g14840.1.1	136	1	137	M9MRX4_DROME	136	1176	1312	8.75e-76	81.022	97	91.24	0	0	244	622
Dcitr00g14840.1.1	136	1	137	X2JGD3_DROME	136	1176	1312	1.02e-75	81.022	97	91.24	0	0	243	621
Dcitr00g14880.1.1	262	1	263	Q9VM49_DROME	255	335	590	2.62e-129	71.103	99	80.99	2	7	378	971
Dcitr00g15080.1.1	682	1	683	MCM3_DROME	674	1	675	0.0	72.222	88	85.67	3	10	1027	2656
Dcitr00g15080.1.1	682	1	683	X2JAI4_DROME	673	1	674	0.0	72.222	88	85.53	3	11	1027	2655
Dcitr00g15190.1.1	233	1	234	Q9V3V6_DROME	233	195	428	4.80e-168	97.009	99	97.44	0	0	469	1208
Dcitr00g15190.1.1	233	1	234	Q9XZC3_DROME	232	199	431	3.76e-164	95.726	99	97.01	1	1	459	1182
Dcitr00g15320.1.1	87	16	103	DOS_DROME	86	28	114	3.46e-38	70.455	85	81.82	1	1	143	360
Dcitr01g01040.1.1	324	19	343	KGP25_DROME	324	610	934	0.0	87.077	94	92.62	0	0	576	1484
Dcitr01g01040.1.1	324	19	343	KGP24_DROME	324	764	1088	0.0	87.077	94	92.62	0	0	574	1480
Dcitr01g01050.1.1	163	1	164	KGP25_DROME	163	655	818	3.30e-110	95.122	96	96.95	0	0	334	856
Dcitr01g01050.1.1	163	1	164	KGP24_DROME	163	809	972	2.82e-109	95.122	96	96.95	0	0	334	857
Dcitr01g01240.1.1	262	9	271	VATH_DROME	272	173	445	1.27e-150	73.993	96	86.45	1	10	428	1101
Dcitr01g01330.1.1	323	40	363	JNK_DROME	323	40	363	0.0	89.815	88	95.06	0	0	614	1584
Dcitr01g01330.1.1	21	1	22	JNK_DROME	21	198	219	1.41e-06	90.909	88	90.91	0	0	49.3	116
Dcitr01g01340.1.1	173	17	190	JNK_DROME	173	9	182	5.84e-114	89.080	90	94.83	0	0	328	841
Dcitr01g01380.1.1	194	1	195	Q7JWS8_DROME	194	1	195	7.31e-132	89.231	99	95.38	0	0	367	942
Dcitr01g01490.1.1	233	1	234	KAD2_DROME	230	1	231	1.44e-132	77.447	94	87.66	2	5	373	957
Dcitr01g01530.1.1	229	1	230	KAD2_DROME	230	1	231	1.90e-135	79.221	94	89.18	1	1	380	976
Dcitr01g01640.1.1	554	11	565	Q9VNX4_DROME	553	19	572	0.0	73.153	98	83.60	1	1	849	2193
Dcitr01g01640.1.1	554	11	565	Q8T3P0_DROME	553	19	572	0.0	73.153	98	83.60	1	1	848	2191
Dcitr01g01840.1.1	335	1	336	Q0E8E8_DROME	353	1	354	1.43e-173	71.751	98	80.79	1	18	485	1249
Dcitr01g01840.1.1	335	1	336	Q9XZE4_DROME	353	1	354	7.16e-173	71.469	98	80.51	1	18	483	1244
Dcitr01g02320.1.1	203	5	208	RPB1_DROME	200	6	206	3.66e-102	79.512	99	91.71	2	5	365	936
Dcitr01g02650.1.1	628	1	629	CRN_DROME	635	1	636	0.0	73.428	78	86.95	2	7	980	2533
Dcitr01g02650.1.1	597	610	1207	CRN_DROME	610	5	615	0.0	70.048	78	83.09	5	33	894	2311
Dcitr01g03190.1.1	331	1	332	G3P1_DROME	331	1	332	0.0	85.241	99	91.87	0	0	584	1505
Dcitr01g03190.1.1	331	1	332	G3P2_DROME	331	1	332	0.0	84.639	99	91.87	0	0	582	1501
Dcitr01g03200.1.1	331	1	332	G3P1_DROME	331	1	332	0.0	85.241	99	91.87	0	0	584	1505
Dcitr01g03200.1.1	331	1	332	G3P2_DROME	331	1	332	0.0	84.639	99	91.87	0	0	582	1501
Dcitr01g03310.1.1	595	6	601	NSF2_DROME	592	80	672	0.0	70.017	99	83.75	3	5	848	2190
Dcitr01g03340.1.1	89	15	104	MFAP1_DROME	89	386	475	8.81e-38	71.111	76	83.33	0	0	132	331
Dcitr01g03500.1.1	295	5	300	PP11_DROME	295	6	301	5.52e-177	77.703	95	87.16	0	0	491	1265
Dcitr01g03500.1.1	295	5	300	PP12_DROME	295	6	301	5.36e-176	77.027	95	86.82	0	0	488	1256
Dcitr01g03500.1.1	295	5	300	PP13_DROME	295	6	301	4.38e-174	75.676	95	86.49	0	0	483	1243
Dcitr01g03700.1.1	348	6	354	EXD_DROME	357	10	367	0.0	82.320	98	85.36	6	17	548	1413
Dcitr01g03720.1.1	348	6	354	EXD_DROME	357	10	367	0.0	82.320	98	85.36	6	17	548	1413
Dcitr01g04280.1.1	341	1	342	GBB1_DROME	339	1	340	0.0	90.351	99	95.61	1	2	645	1665
Dcitr01g04740.1.1	418	1	419	Q7KMQ0_DROME	419	1	420	0.0	90.521	91	95.02	2	5	783	2021
Dcitr01g04810.1.1	434	1	435	Q7KMQ0_DROME	432	1	433	0.0	92.644	99	96.32	1	2	833	2151
Dcitr01g04970.1.1	35	973	1008	M9PD90_DROME	36	1155	1191	3.55e-06	70.270	74	81.08	1	1	52.0	123
Dcitr01g04970.1.1	35	1440	1475	M9PD90_DROME	36	1155	1191	3.55e-06	70.270	74	81.08	1	1	52.0	123
Dcitr01g04970.1.1	35	973	1008	Q9VKG8_DROME	36	1156	1192	3.55e-06	70.270	74	81.08	1	1	52.0	123
Dcitr01g04970.1.1	35	1440	1475	Q9VKG8_DROME	36	1156	1192	3.55e-06	70.270	74	81.08	1	1	52.0	123
Dcitr01g05310.1.1	555	2	557	TCPA_DROME	555	1	556	0.0	81.475	99	91.01	0	0	935	2416
Dcitr01g05370.1.1	305	1	306	PP2A_DROME	308	1	309	0.0	93.851	99	97.41	1	3	613	1581
Dcitr01g05450.1.1	49	1	50	DLG1_DROME	49	1	50	2.59e-23	84.000	82	94.00	0	0	90.1	222
Dcitr01g05520.1.1	235	1	236	DLG1_DROME	222	748	970	2.55e-130	77.119	99	86.02	1	13	390	1002
Dcitr01g06040.1.1	156	2	158	M9NDD0_DROME	155	116	271	5.86e-76	70.701	98	78.98	1	1	227	578
Dcitr01g06040.1.1	156	2	158	M9ND06_DROME	155	202	357	3.20e-75	70.701	98	78.98	1	1	228	581
Dcitr01g06040.1.1	156	2	158	RIM2_DROME	155	209	364	4.12e-75	70.701	98	78.98	1	1	228	580
Dcitr01g06730.1.1	111	27	138	Q9VKA1_DROME	111	21	132	1.01e-63	72.321	72	87.50	0	0	191	486
Dcitr01g06730.1.1	111	27	138	Q8SZ82_DROME	111	21	132	2.70e-63	71.429	72	87.50	0	0	190	483
Dcitr01g06770.1.1	74	14	88	Q9VKA1_DROME	74	21	95	7.04e-41	74.667	82	89.33	0	0	131	329
Dcitr01g06770.1.1	74	14	88	Q8SZ82_DROME	74	21	95	7.11e-41	74.667	82	89.33	0	0	131	329
Dcitr01g06810.1.1	111	27	138	Q9VKA1_DROME	111	21	132	1.01e-63	72.321	72	87.50	0	0	191	486
Dcitr01g06810.1.1	111	27	138	Q8SZ82_DROME	111	21	132	2.70e-63	71.429	72	87.50	0	0	190	483
Dcitr01g06990.1.1	67	16	83	S61G2_DROME	67	1	68	1.07e-39	88.235	81	92.65	0	0	125	313
Dcitr01g07000.1.1	67	1	68	S61G2_DROME	67	1	68	2.93e-39	88.235	99	92.65	0	0	123	308
Dcitr01g07120.1.1	314	100	414	GBLP_DROME	315	2	317	0.0	85.443	75	90.19	1	1	558	1439
Dcitr01g07120.1.2	314	3	317	GBLP_DROME	315	2	317	0.0	85.443	98	90.19	1	1	556	1434
Dcitr01g07170.1.1	314	3	317	GBLP_DROME	315	2	317	0.0	85.443	98	90.19	1	1	556	1434
Dcitr01g07290.1.1	18	413	431	Q0KHQ3_DROME	18	527	545	0.076	84.211	81	89.47	0	0	35.0	79
Dcitr01g07290.1.1	18	413	431	R9PY33_DROME	18	532	550	0.075	84.211	79	89.47	0	0	35.0	79
Dcitr01g07290.1.1	18	413	431	M9PI08_DROME	18	532	550	0.079	84.211	81	89.47	0	0	35.0	79
Dcitr01g07320.1.1	536	7	543	Q8IMX1_DROME	536	31	567	0.0	71.667	99	85.37	3	6	832	2148
Dcitr01g07320.1.1	536	7	543	Q9VCB6_DROME	536	9	545	0.0	71.667	99	85.37	3	6	830	2145
Dcitr01g07320.1.1	536	7	543	Q7K112_DROME	536	16	552	0.0	71.667	99	85.37	3	6	830	2143
Dcitr01g07360.1.1	357	1	358	Q8MTZ5_DROME	357	209	566	0.0	75.900	99	87.26	3	6	583	1502
Dcitr01g07360.1.1	357	1	358	Q8IMX1_DROME	357	210	567	0.0	75.900	99	87.26	3	6	583	1502
Dcitr01g07360.1.1	357	1	358	Q9VCB6_DROME	357	188	545	0.0	75.900	99	87.26	3	6	583	1502
Dcitr01g07360.1.2	380	32	412	Q8IMX1_DROME	380	187	567	0.0	75.260	92	87.50	3	6	625	1612
Dcitr01g07360.1.2	380	32	412	Q8MTZ5_DROME	380	186	566	0.0	75.260	92	87.50	3	6	625	1611
Dcitr01g07360.1.2	380	32	412	Q9VCB6_DROME	380	165	545	0.0	75.260	92	87.50	3	6	625	1611
Dcitr01g07770.1.1	171	4	175	O61722_DROME	171	5	176	1.53e-93	71.512	98	87.79	0	0	268	686
